time;flow
121,114;2,636
121,132;2,635
121,15;2,634
121,168;2,633
121,186;2,631
121,204;2,63
121,222;2,629
121,24;2,628
121,258;2,627
121,276;2,626
121,294;2,624
121,312;2,623
121,33;2,621
121,348;2,62
121,366;2,618
121,384;2,617
121,402;2,615
121,42;2,613
121,438;2,611
121,456;2,609
121,474;2,606
121,492;2,604
121,51;2,601
121,528;2,598
121,546;2,596
121,564;2,592
121,582;2,589
121,6;2,586
121,618;2,582
121,636;2,578
121,654;2,575
121,672;2,571
121,69;2,566
121,708;2,562
121,726;2,558
121,744;2,553
121,762;2,549
121,78;2,544
121,798;2,539
121,816;2,534
121,834;2,529
121,852;2,524
121,87;2,518
121,888;2,513
121,906;2,507
121,924;2,502
121,942;2,496
121,96;2,49
121,978;2,484
121,996;2,478
122,014;2,472
122,032;2,466
122,05;2,46
122,068;2,454
122,086;2,447
122,104;2,441
122,122;2,435
122,14;2,428
122,158;2,421
122,176;2,415
122,194;2,408
122,212;2,401
122,23;2,394
122,248;2,388
122,266;2,381
122,284;2,374
122,302;2,367
122,32;2,36
122,338;2,353
122,356;2,346
122,374;2,339
122,392;2,332
122,41;2,324
122,428;2,317
122,446;2,31
122,464;2,303
122,482;2,296
122,5;2,289
122,518;2,282
122,536;2,275
122,554;2,268
122,572;2,261
122,59;2,254
122,608;2,247
122,626;2,24
122,644;2,234
122,662;2,227
122,68;2,221
122,698;2,214
122,716;2,208
122,734;2,202
122,752;2,195
122,77;2,189
122,788;2,184
122,806;2,178
122,824;2,172
122,842;2,167
122,86;2,161
122,878;2,156
122,896;2,151
122,914;2,147
122,932;2,142
122,95;2,138
122,968;2,133
122,986;2,129
123,004;2,125
123,022;2,122
123,04;2,118
123,058;2,115
123,076;2,112
123,094;2,11
123,112;2,107
123,13;2,105
123,148;2,103
123,166;2,102
123,184;2,1
123,202;2,099
123,22;2,098
123,238;2,098
123,256;2,098
123,274;2,098
123,292;2,098
123,31;2,099
123,328;2,1
123,346;2,101
123,364;2,103
123,382;2,105
123,4;2,107
123,418;2,109
123,436;2,111
123,454;2,113
123,472;2,116
123,49;2,119
123,508;2,121
123,526;2,124
123,544;2,127
123,562;2,129
123,58;2,132
123,598;2,134
123,616;2,137
123,634;2,139
123,652;2,141
123,67;2,143
123,688;2,145
123,706;2,146
123,724;2,148
123,742;2,149
123,76;2,149
123,778;2,15
123,796;2,15
123,814;2,15
123,832;2,149
123,85;2,148
123,868;2,146
123,886;2,144
123,904;2,142
123,922;2,139
123,94;2,135
123,958;2,131
123,976;2,126
123,994;2,121
